McGill Course,McGill Title,External Course,External Title,External Institution,Country,Status,Message
MATH324,Statistics.,1901170W,Statistical Methods I,Nanjing University of Aeronautics and Astronautics,China,Expired,course must be taken in person in order to receive credits.
MATH324,Statistics.,20603,Probability and Statistics,Carlos III University of Madrid,Spain,Not Equivalent,
MATH324,Statistics.,22010,STATISTICS AND INTRODUCTION TO ECONOMETRICS,University of Alicante,Spain,Expired,
MATH324,Statistics.,2300080,Statistics,Jiangxi University of Science and Technology,China,Expired,
MATH324,Statistics.,5099,Statistics 1,Université Panthéon Assas (Paris II),France,Expired,
MATH324,Statistics.,5299,Statistics 2,Université Panthéon Assas (Paris II),France,Expired,
MATH324,Statistics.,6053,Probabilidad y Estadistica,University of Salvador,Argentina,Expired,
MATH324,Statistics.,79189,Statistics II,University of Bologna,Italy,Equivalent,
MATH324,Statistics.,900229,Probability and Statistics,Amsterdam University College,Netherlands,Expired,
MATH324,Statistics.,AMA3640,Statistical Inference,The Hong Kong Polytechnic University,"Hong Kong, SAR",Equivalent,
MATH324,Statistics.,COMM215,Business Statistics,Concordia University,Canada,Expired,
MATH324,Statistics.,DELETESTAT220,DELETEIntroduction to Statistics,University of International Business and Economics (UIBE),China,Expired,
MATH324,Statistics.,ECON222,Statistical Methods II,Concordia University,Canada,Expired,
MATH324,Statistics.,ECON307,Principles and Methods of Statistics,College of William and Mary,USA,Expired,
MATH324,Statistics.,FP052,Inquiry and Research Skills for Mathematics,University of Warwick,"England, UK",Expired,
MATH324,Statistics.,G0N96B,Probability and Statistics II (B-KUL-G0N96B),Catholic University of Leuven,Belgium,Not Equivalent,
MATH324,Statistics.,LIS4803,Statistics in Lib. & Info Science,Yonsei University,South Korea,Expired,
MATH324,Statistics.,MA2011,Statistics II,Monterrey Institute of Technology and Higher Education,Mexico,Expired,
MATH324,Statistics.,MA2172,Applied Statistics for Sciences and Engineering,City University of Hong Kong,"Hong Kong, SAR",Expired,
MATH324,Statistics.,MA253,Statistics,Trine University,USA,Expired,
MATH324,Statistics.,MA393,Probability and Statistics,Trine University,USA,Expired,
MATH324,Statistics.,MAA304,Asymptotic Statistics,École Polytechnique,France,Expired,
MATH324,Statistics.,MAS2901,Introduction to Statistical Interference,Newcastle University,"England, UK",Expired,
MATH324,Statistics.,MAST20005,Statistics,University of Melbourne,Australia,Expired,
MATH324,Statistics.,MAST333,Applied Statistics,Concordia University,Canada,Not Equivalent,
MATH324,Statistics.,MAST90058,Elements of Statistics,University of Melbourne,Australia,Expired,
MATH324,Statistics.,MAT1272,Statistics,New York City College of Technology (CUNY),USA,Expired,
MATH324,Statistics.,MAT2375,Introduction to Statistics,University of Ottawa,Canada,Expired,
MATH324,Statistics.,MAT314,Introduction to Mathematical Statistics,Bishops University,Canada,Expired,
MATH324,Statistics.,MAT32,Probability and Statistics 2,East China Normal University,China,Expired,Course must be taken in person in order to receive credits.
MATH324,Statistics.,MATH0057,Probability and Statistics,University College London (UCL) - University of London,"England, UK",Not Equivalent,
MATH324,Statistics.,MATH170S,Introduction to statistics,University of California - Los Angeles,USA,Not Equivalent,
MATH324,Statistics.,MATH20802,Statistical Methods,The University of Manchester,"England, UK",Not Equivalent,
MATH324,Statistics.,MATH240,Statistique,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,
MATH324,Statistics.,MATH3132,Mathematical Statistics II,York University,Canada,Expired,
MATH324,Statistics.,MATH344,Statistics,Bogazici (Bosphorus) University,Turkey,Expired,
MATH324,Statistics.,MATH351,Probability and Statistics for Scientists,College of William and Mary,USA,Expired,
MATH324,Statistics.,MATH360,Introduction to Probability and Statistics,Loyola Marymount University,USA,Expired,This course is very different in content from our MATH 324.
MATH324,Statistics.,MATH434,Statistics,Central China Normal University (CCNU),China,Expired,Course must be taken in person.  Online version is not approved for credit.
MATH324,Statistics.,MATH442,Intro to Statistics,Central China Normal University (CCNU),China,Expired,
MATH324,Statistics.,MATH481,Mathematical Theory of Statistics,Rutgers University - New Brunswick Campus,USA,Expired,
MATH324,Statistics.,MATH6039,Principles of mathematical Statistics,The Australian National University (ANU),Australia,Expired,
MATH324,Statistics.,MATHEMATICALSTATISTICS,Mathematical Statistics,Shanghai Univ Of Int Busin and,China,Expired,
MATH324,Statistics.,MATX24ZL,Foundation of Statistics A,Waseda University,Japan,Not Equivalent,
MATH324,Statistics.,MATX34ZL,Probability and Statistics,Waseda University,Japan,Expired,
MATH324,Statistics.,MTH241,Probability & Statistics,Smith College,USA,Expired,
MATH324,Statistics.,N815001,Mathematical Statistics,Kyoto University,Japan,Equivalent,
MATH324,Statistics.,N816001,Second Course in Statistics- E2,Kyoto University,Japan,Not Equivalent,
MATH324,Statistics.,S210016,Statistics 1,University of Geneva,Switzerland,Expired,
MATH324,Statistics.,SDST2602,Probability and statistics II,The University of Hong Kong (HKU),"Hong Kong, SAR",Equivalent,
MATH324,Statistics.,SIX1004,Statistics,University of Malaya,Malaysia,Not Equivalent,
MATH324,Statistics.,SOCI3030,Social Statistics I,York University,Canada,Not Equivalent,
MATH324,Statistics.,SS2143B,Statistics for Engineers,University of Western Ontario (UWO),Canada,Expired,
MATH324,Statistics.,ST2132,Mathematical Statistics,National University of Singapore,Singapore,Equivalent,
MATH324,Statistics.,ST305,Statistical Inference,Shanghai Jiao Tong University,China,Not Equivalent,
MATH324,Statistics.,STA2002,Probability and Statistics II,"The Chinese University of Hong Kong, Shenzhen(CUHK-Shenzhen)",China,Expired,
MATH324,Statistics.,STA2105,Statistical Methodology,Yonsei University,South Korea,Expired,
MATH324,Statistics.,STA220,The practice of statistics,University of Toronto,Canada,Expired,
MATH324,Statistics.,STA258H5S,Statistics with Applied Probability,University of Toronto,Canada,Expired,
MATH324,Statistics.,STA3109,MATHEMATICAL STATISTICS II,Yonsei University,South Korea,Expired,
MATH324,Statistics.,STA3126,MATHEMATICAL STATISTICS I,Yonsei University,South Korea,Expired,
MATH324,Statistics.,STAB57H3,Introduction to Statistics,University of Toronto,Canada,Expired,
MATH324,Statistics.,STAT021,Applied Statistics,Huazhong University of Science and Technology,China,Expired,
MATH324,Statistics.,STAT040,Mathematical Statistics,Huazhong University of Science and Technology,China,Expired,This course is approved for Summer 2020 only.  This course is approved for online/remote instruction only.  In-person (on campus) instruction is not approved for credit.
MATH324,Statistics.,STAT104,Introduction to Quantitative Methods for Economists,Harvard University (ALL SCHOOLS AND COLLEGES),USA,Expired,
MATH324,Statistics.,STAT11,Statistics,Nankai University,China,Expired,
MATH324,Statistics.,STAT135,Concepts of Statistics,University of California - Berkeley,USA,Expired,
MATH324,Statistics.,STAT2,Introduction to Statistics,University of California - Berkeley,USA,Not Equivalent,
MATH324,Statistics.,STAT2006,Basic Concepts in Statistics and Probability II,The Chinese University of Hong Kong,"Hong Kong, SAR",Equivalent,
MATH324,Statistics.,STAT2110,Applied Statistics,Chengdu University of Technology,China,Expired,
MATH324,Statistics.,STAT232,Mathematical Statistics,Korea University,South Korea,Expired,
MATH324,Statistics.,STAT250,Statistics,Concordia University,Canada,Equivalent,
MATH324,Statistics.,STAT2602,Probability and statistics II,The University of Hong Kong (HKU),"Hong Kong, SAR",Equivalent,
MATH324,Statistics.,STAT266,Statistics II,University of Alberta,Canada,Expired,On-campus course only.
MATH324,Statistics.,STAT271,PROBABILITY AND STATISTICS FOR COMPUTING SCIENCE,Simon Fraser University,Canada,Not Equivalent,
MATH324,Statistics.,STAT3001,Mathematical Statistics,University of Queensland (UQ),Australia,Equivalent,
MATH324,Statistics.,STAT3001,STATISTICAL INFERENCE,University College London (UCL) - University of London,"England, UK",Expired,
MATH324,Statistics.,STAT3023,Statistical Inference,University of Sydney,Australia,Equivalent,
MATH324,Statistics.,STAT305,"Introduction to Statistical Inference,",University of British Columbia (UBC) - All Campuses,Canada,Equivalent,
MATH324,Statistics.,STAT3100,Introduction to Statistical Inference,University of Manitoba,Canada,Expired,
MATH324,Statistics.,STAT3120,Introduction to Mathematical Statistics,University of Virginia,USA,Expired,
MATH324,Statistics.,STAT313,Introduction to Statistics,Zhejiang Gongshang University,China,Expired,
MATH324,Statistics.,STAT322,Mathematical Statistics,University of International Business and Economics (UIBE),China,Expired,course must be taken in person in order to receive credits.
MATH324,Statistics.,STAT323,Introduction to Mathematics Statistics,University of Calgary,Canada,Expired,
MATH324,Statistics.,STAT5002,Introduction to Statistics,University of Sydney,Australia,Not Equivalent,
MATH324,Statistics.,STATISTICS,Statistics,Shanghai Univ Of Int Busin and,China,Expired,
MATH324,Statistics.,STATS2MB3,Stats Methods & Application,McMaster University,Canada,Expired,
MATH324,Statistics.,STATS4041,Bayesian Statistics,The University of Glasgow,"Scotland, UK",Expired,
MATH324,Statistics.,STATS4042,Big Data Analytics,The University of Glasgow,"Scotland, UK",Expired,
MATH324,Statistics.,STATUN1201,Calculus-Based Introduction to Statistics,Columbia University,USA,Expired,
MATH326,Nonlinear Dynamics and Chaos.,18293,Modelling Techniques,Carlos III University of Madrid,Spain,Not Equivalent,
MATH326,Nonlinear Dynamics and Chaos.,5122CHDS6Y,Chaotic Dynamical Systems,University of Amsterdam,Netherlands,Expired,
MATH326,Nonlinear Dynamics and Chaos.,MAST331,Mathematical Modelling,Concordia University,Canada,Expired,
MATH326,Nonlinear Dynamics and Chaos.,MAT2115,Équations Différentielles,Universite de Montreal,Canada,Not Equivalent,
MATH326,Nonlinear Dynamics and Chaos.,MATH3062,Fractal Geometry and Chaotic Dynamics,The Australian National University (ANU),Australia,Not Equivalent,
MATH326,Nonlinear Dynamics and Chaos.,MATH3201,Dynamical Systems and Chaos,University of New South Wales (UNSW),Australia,Expired,
MATH326,Nonlinear Dynamics and Chaos.,MATH345,Applied Nonlinear Dynamics and Chaos,University of British Columbia (UBC) - All Campuses,Canada,Expired,
MATH326,Nonlinear Dynamics and Chaos.,MATH474,Linear & Non-Linear Dynamical Systems,Concordia University,Canada,Expired,
MATH326,Nonlinear Dynamics and Chaos.,MH3320,Dynamical System Theory with Chaos and Fractals,Nanyang Technological University,Singapore,Equivalent,Course code is actually both PH3502/MH3320
MATH326,Nonlinear Dynamics and Chaos.,NMNV406,Nonlinear Differential Equations,Charles University in Prague,Czech Republic,Not Equivalent,
MATH326,Nonlinear Dynamics and Chaos.,PH3502,Chaotic Dynamical Systems,Nanyang Technological University,Singapore,Expired,
MATH340,Discrete Mathematics.,15971,Discrete Mathematics,Carlos III University of Madrid,Spain,Not Equivalent,
MATH340,Discrete Mathematics.,MA2214,Combinatorics and Graphs I,National University of Singapore,Singapore,Expired,
MATH340,Discrete Mathematics.,MAA103,Discrete Math,École Polytechnique,France,Equivalent,
MATH340,Discrete Mathematics.,MAS2708,Groups and Discrete Mathematics,Newcastle University,"England, UK",Expired,
MATH340,Discrete Mathematics.,MAST20018,Discrete Maths and Operations Research,University of Melbourne,Australia,Not Equivalent,
MATH340,Discrete Mathematics.,MAST30012,Discrete Mathematics,University of Melbourne,Australia,Expired,
MATH340,Discrete Mathematics.,MATH20902,Discrete Mathematics,The University of Manchester,"England, UK",Equivalent,
MATH340,Discrete Mathematics.,MATH2113,Discrete Structures II,Dalhousie University,Canada,Expired,
MATH340,Discrete Mathematics.,MATH260A,Discrete mathematics,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,
MATH340,Discrete Mathematics.,MATH263,Discrete Mathematics 2,Community College of Philadelphia,USA,Expired,
MATH340,Discrete Mathematics.,MATH3002,Discrete Mathematics and Graph Theory,The University of Nottingham,"England, UK",Expired,
MATH340,Discrete Mathematics.,MATH3245,Discrete Mathematics,Chengdu University of Technology,China,Expired,
MATH340,Discrete Mathematics.,MATH3370,Combinatorics: Techniques and Structures,Dalhousie University,Canada,Equivalent,
MATH340,Discrete Mathematics.,MATHS326,Combinatorics,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand,Equivalent,
MATH340,Discrete Mathematics.,MH7002,Discrete Methods,Nanyang Technological University,Singapore,Expired,
MATH340,Discrete Structures 2,MAST30011,Graph Theory,University of Melbourne,Australia,Expired,
MATH340,Discrete Structures 2.,19214701,Diskrete Mathematik 1,Free University of Berlin,Germany,Expired,
MATH340,Discrete Structures 2.,5CCM251A,Discrete Mathematics,University of London - King's College London,"England, UK",Expired,
MATH340,Discrete Structures 2.,85168,DISCRETE MATHEMATICS,University of Bologna,Italy,Equivalent,
MATH340,Discrete Structures 2.,900397,Discrete Mathematics and Algebra,Amsterdam University College,Netherlands,Expired,
MATH340,Discrete Structures 2.,900397SCI,Discrete Mathematics and Algebra,University of Amsterdam,Netherlands,Expired,
MATH340,Discrete Structures 2.,MA316,Graph Theory,University of London - London School of Economics and Political Science,"England, UK",Expired,
MATH340,Discrete Structures 2.,MACM201,Discrete Mathematics II,Simon Fraser University,Canada,Expired,
MATH340,Discrete Structures 2.,MATH2969,DISCRETE MATHEMATICS AND GRAPH THEORY ADV,University of Sydney,Australia,Expired,
MATH340,Discrete Structures 2.,MATH339,Combinatorics,Concordia University,Canada,Equivalent,
MATH340,Discrete Structures 2.,MATH366,Discrete Methods,Loyola Marymount University,USA,Expired,
MATH340,Discrete Structures 2.,MH1301,Discrete Mathematics,Nanyang Technological University,Singapore,Expired,
MATH378,Nonlinear Optimization .,EI74351,Convex Optimization,Munich University of Technology,Germany,Not Equivalent,
MATH378,Nonlinear Optimization .,MAST90142,Advanced Nonlinear Optimisation,University of Melbourne,Australia,Equivalent,
MATH378,Nonlinear Optimization .,MATH3063,Nonlinear ODEs with Applications,University of Sydney,Australia,Not Equivalent,
MATH378,Nonlinear Optimization .,MATH3161,Optimization,University of New South Wales (UNSW),Australia,Equivalent,
MATH378,Nonlinear Optimization .,MATH5165,Optimization,University of New South Wales (UNSW),Australia,Equivalent,
MATH417,Linear Optimization.,GBMI6U20,"UE Graphes, optimisation discrète et continue",Université Grenoble Alpes (UGA),France,Not Equivalent,
MATH417,Linear Optimization.,MA3515,Introduction to Optimization,City University of Hong Kong,"Hong Kong, SAR",Equivalent,
MATH417,Linear Optimization.,MAST324,Introduction to Optimization,Concordia University,Canada,Expired,
MATH417,Linear Optimization.,MAT3007,Optimization,"The Chinese University of Hong Kong, Shenzhen(CUHK-Shenzhen)",China,Expired,
MATH417,Linear Optimization.,MATH10073,"Linear Programming, Modelling and Solution",The University of Edinburgh,"Scotland, UK",Expired,
MATH417,Linear Optimization.,MATH261,Discrete optimization,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,
MATH417,Linear Optimization.,MATH3960,Linear Programming,University of Windsor,Canada,Expired,
MATH417,Linear Optimization.,MH3701,Basic Optimization,Nanyang Technological University,Singapore,Expired,
MATH417,Mathematical Programming.,24561,LH Linear Programming,The University of Birmingham,"England, UK",Expired,
MATH417,Mathematical Programming.,27516,LI Linear Programming,The University of Birmingham,"England, UK",Expired,
MATH417,Mathematical Programming.,AMAT425,Introduction To Optimization,University of Calgary,Canada,Expired,
MATH417,Mathematical Programming.,IFT2505,Optimisation linéaire,Universite de Montreal,Canada,Expired,
MATH417,Mathematical Programming.,MAST224,Introduction to Optimization,Concordia University,Canada,Expired,
MATH417,Mathematical Programming.,MATH340,Introduction to Linear Programming,University of British Columbia (UBC) - All Campuses,Canada,Expired,
MATH417,Mathematical Programming.,MATH361,Operations Research 1,Concordia University,Canada,Equivalent,
MATH417,Mathematical Programming.,MTH6404,Programmation en nombres entiers,Polytechnique Montréal,Canada,Expired,
MATH427,Statistical Quality Control.,MS4012,Quality Control,Nanyang Technological University,Singapore,Not Equivalent,
MATH427,Statistical Quality Control.,STAT4007,Statistical Quality Control,The Chinese University of Hong Kong,"Hong Kong, SAR",Expired,
MATH427,Statistical Quality Control.,STAT461,Statistical Simulation,Concordia University,Canada,Expired,
MATH427,Statistical Quality Control.,STAT465,Multivariate Analysis,Concordia University,Canada,Expired,
MATH427,Statistical Quality Control.,STAT468,Design of Experiments,Concordia University,Canada,Expired,
MATH447,Intro. to Stochastic Processes,LINMA1731,Stochastic Processes,Catholic University of Louvain,Belgium,Expired,
MATH447,Intro. to Stochastic Processes,MATH21400,Applied Probability 2,University of Bristol,"England, UK",Expired,
MATH447,Intro. to Stochastic Processes,MATH4240,Stochastic Process,The Chinese University of Hong Kong,"Hong Kong, SAR",Expired,
MATH447,Intro. to Stochastic Processes,STATF409,Processus Stochastiques et Applications,Free University of Brussels,Belgium,Expired,
MATH447,Intro. to Stochastic Processes,STATISTICS150,Stochastic Processes,Univ of Calif at Oakland,USA,Expired,
MATH447,Introduction to Stochastic Processes.,18289,Non Linear and stochastic modelling,Carlos III University of Madrid,Spain,Not Equivalent,
MATH447,Introduction to Stochastic Processes.,4ST644,Stochastic Processes and Risk in Finance and Insurance,Prague University of Economics and Business (VSE),Czech Republic,Expired,
MATH447,Introduction to Stochastic Processes.,7CCMFM04,Stochastic Analysis,University of London - King's College London,"England, UK",Expired,
MATH447,Introduction to Stochastic Processes.,AMA3658,Stochastic Processes for Investment,The Hong Kong Polytechnic University,"Hong Kong, SAR",Equivalent,
MATH447,Introduction to Stochastic Processes.,APPMTH3001,Applied Probability III,The University of Adelaide,Australia,Equivalent,
MATH447,Introduction to Stochastic Processes.,CMTH500,Introduction to Stochastic Processes,Toronto Metropolitan University (Post 2022),Canada,Expired,
MATH447,Introduction to Stochastic Processes.,MA3238,Stochastic Processes I,National University of Singapore,Singapore,Expired,
MATH447,Introduction to Stochastic Processes.,MA4546,INTRODUCTION TO STOCHASTIC PROCESSES,City University of Hong Kong,"Hong Kong, SAR",Equivalent,
MATH447,Introduction to Stochastic Processes.,MAA107,Mathematical Modelling,École Polytechnique,France,Not Equivalent,
MATH447,Introduction to Stochastic Processes.,MAA305,Probability: Stochastic Processes,École Polytechnique,France,Not Equivalent,
MATH447,Introduction to Stochastic Processes.,MAST30001,Stochastic Modelling,University of Melbourne,Australia,Equivalent,
MATH447,Introduction to Stochastic Processes.,MAST90112,Advanced Topics in Stochastic Models,University of Melbourne,Australia,Not Equivalent,
MATH447,Introduction to Stochastic Processes.,MAT2717,Processus Stochastiques,Universite de Montreal,Canada,Equivalent,Course must be taken in person in order to receive credit.
MATH447,Introduction to Stochastic Processes.,MAT2720,Processus stochastiques,Université du Québec à Montréal (UQAM),Canada,Equivalent,Course must be taken in person in order to receive credit.
MATH447,Introduction to Stochastic Processes.,MATE3510,Procesos Estocásticos,University of the Andes,Colombia,Expired,
MATH447,Introduction to Stochastic Processes.,MATE3729,Stochastic Processes in Discreet Time,University of the Andes,Colombia,Expired,course must be taken in person in order to receive credit.
MATH447,Introduction to Stochastic Processes.,MATH10007,Stochastic Modelling,The University of Edinburgh,"Scotland, UK",Expired,
MATH447,Introduction to Stochastic Processes.,MATH332,Sochastic processes,École Polytechnique Fédérale de Lausanne,Switzerland,Expired,
MATH447,Introduction to Stochastic Processes.,MATH3361,Stochastic DEs,University of New South Wales (UNSW),Australia,Not Equivalent,
MATH447,Introduction to Stochastic Processes.,MATH3425,Stochastic Modeling,The Hong Kong University of Science and Technology,"Hong Kong, SAR",Expired,
MATH447,Introduction to Stochastic Processes.,MATH3801,Probability and Stochastic Processes,University of New South Wales (UNSW),Australia,Not Equivalent,
MATH447,Introduction to Stochastic Processes.,MATH3801,Probability and Stochastic Processes,University of New South Wales (UNSW),Australia,Expired,
MATH447,Introduction to Stochastic Processes.,MATH3901,Higher Probability and Stochastic Processes,University of New South Wales (UNSW),Australia,Not Equivalent,
MATH447,Introduction to Stochastic Processes.,MATH4704,Stochastic Process,Shanghai Jiao Tong University,China,Not Equivalent,
MATH447,Introduction to Stochastic Processes.,MATHF309,Processus Stochastique,Free University of Brussels,Belgium,Expired,
MATH447,Introduction to Stochastic Processes.,MATHS767,Inverse Problems and Stochastic Differential Equations,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand,Not Equivalent,
MATH447,Introduction to Stochastic Processes.,MH3512,Stochastic Processes,Nanyang Technological University,Singapore,Equivalent,
MATH447,Introduction to Stochastic Processes.,MH4702,Probabilistic Methods in Operations Research,Nanyang Technological University,Singapore,Not Equivalent,
MATH447,Introduction to Stochastic Processes.,S217,Introduction to Stochastic Processes,Stanford University,USA,Expired,on-campus only
MATH447,Introduction to Stochastic Processes.,ST227,Survival Models,University of London - London School of Economics and Political Science,"England, UK",Not Equivalent,
MATH447,Introduction to Stochastic Processes.,ST302,Stochastic Processes,University of London - London School of Economics and Political Science,"England, UK",Not Equivalent,
MATH447,Introduction to Stochastic Processes.,ST3236,Stochastic Processes I,National University of Singapore,Singapore,Equivalent,This course must be taken in person in order to receive credits.
MATH447,Introduction to Stochastic Processes.,STA3124,STOCHASTIC PROCESS,Yonsei University,South Korea,Expired,
MATH447,Introduction to Stochastic Processes.,STA447H1,Stochastic Processes,University of Toronto,Canada,Equivalent,
MATH447,Introduction to Stochastic Processes.,STAT0007,Introduction to Stochastic Processes,University College London (UCL) - University of London,"England, UK",Equivalent,
MATH447,Introduction to Stochastic Processes.,STAT217,Introduction to Stochastic Processes,Stanford University,USA,Expired,
MATH447,Introduction to Stochastic Processes.,STAT3004,Stochastic Modelling,The Australian National University (ANU),Australia,Not Equivalent,
MATH447,Introduction to Stochastic Processes.,STAT3007,Introduction to Stochastic Process,The Chinese University of Hong Kong,"Hong Kong, SAR",Expired,
MATH447,Introduction to Stochastic Processes.,STAT3021,Stochastic Processes,University of Sydney,Australia,Equivalent,Course must be taken in person to receive credits.
MATH447,Introduction to Stochastic Processes.,STAT3603,Stochastic Processes,The University of Hong Kong (HKU),"Hong Kong, SAR",Equivalent,
MATH447,Introduction to Stochastic Processes.,STAT3903,Stochastic models,The University of Hong Kong (HKU),"Hong Kong, SAR",Expired,
MATH447,Introduction to Stochastic Processes.,STAT4061,Probability and Stochastic Processes,The University of Western Australia (UWA),Australia,Not Equivalent,
MATH447,Introduction to Stochastic Processes.,STATS4024,Stochastic Processes,The University of Glasgow,"Scotland, UK",Expired,
MATH447,Introduction to Stochastic Processes.,Z002080,Introduction to Probability,Kyoto University,Japan,Expired,
MATH463,Convex Optimization.,MAA307,Convex Optimization & Optimal Control,École Polytechnique,France,Expired,
MATH463,Convex Optimization.,NMMB438,Fundamentals of Continuous Optimization,Charles University in Prague,Czech Republic,Expired,course must be taken in person.
MATH475,Honours Partial Differential Equations.,MATH126,Introduction to Partial Differential Equations,University of California - Berkeley,USA,Expired,
MATH475,Honours Partial Differential Equations.,MATH4406,Introduction to partial differential equations,The University of Hong Kong (HKU),"Hong Kong, SAR",Expired,
MATH475,Honours Partial Differential Equations.,MATH529,Mathematical Methods for the Physical Sciences II,University of North Carolina at Chapel Hill,USA,Expired,
MATH475,Honours Partial Differential Equations.,MATH669,Methods of Applied Mathematics II,University of North Carolina at Chapel Hill,USA,Expired,
MATH475,Honours Partial Differential Equations.,PHYS09055,Fourier Analysis and Statistics,The University of Edinburgh,"Scotland, UK",Not Equivalent,
MATH478,Computational Methods in Applied Mathematics .,MATH4411,Applied Computational Mathematics,University of Sydney,Australia,Not Equivalent,
MATH478,Computational Methods in Applied Mathematics .,MATX30ZL,Mathematical Simulation,Waseda University,Japan,Expired,
